WTeamID,WScore,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF
1427,70,4,16,20,30,10,30,14,13,4,0,14
1433,59,9,24,10,15,17,23,11,9,5,3,24
1139,60,7,26,9,11,18,14,11,15,8,1,21
1140,74,6,22,20,24,10,29,14,10,9,1,22
1153,78,4,11,16,22,13,23,14,11,3,2,15
1163,81,9,24,8,9,13,36,20,6,5,6,13
1196,79,8,23,13,17,9,26,22,12,11,2,15
1211,86,9,15,21,26,12,31,20,15,6,2,15
1243,73,5,17,24,28,12,21,14,11,2,1,17
1246,59,5,11,6,11,6,20,12,9,5,7,8
1287,62,9,19,11,18,17,24,11,18,12,1,13
1338,74,8,19,16,25,22,28,18,12,4,1,16
1350,69,12,24,5,12,10,17,14,3,4,9,18
1361,68,9,22,5,8,15,30,11,4,5,5,8
1396,66,5,18,13,15,8,20,10,10,6,5,13
1417,78,4,11,30,47,13,26,13,16,7,8,20
1452,84,5,13,25,31,14,23,15,11,6,1,21
1458,72,12,22,20,25,6,27,13,13,3,2,17
1112,77,5,19,26,31,8,21,11,14,8,2,21
1181,87,9,19,14,16,9,29,17,9,9,4,11
1199,57,4,15,13,20,6,29,14,13,6,10,17
1206,61,4,14,15,24,12,24,12,9,3,1,15
1228,73,7,13,10,14,5,28,21,15,3,2,17
1242,72,9,20,5,8,11,29,19,14,5,1,13
1266,66,5,12,13,19,5,21,13,15,6,2,18
1276,75,9,26,0,1,12,24,20,11,5,2,17
1314,102,3,17,31,42,12,42,21,18,3,10,19
1323,69,7,17,20,26,6,35,16,14,5,5,11
1326,75,12,24,5,8,11,24,26,13,5,3,9
1345,65,5,15,14,17,14,33,12,16,7,3,13
1393,77,7,16,24,31,9,26,17,15,8,4,16
1400,85,4,9,21,26,15,27,14,10,4,9,14
1433,74,12,25,26,39,8,22,14,6,7,4,16
1449,68,4,18,12,14,11,18,10,5,6,1,19
1139,71,12,27,11,14,5,17,12,6,2,2,18
1140,89,14,28,13,15,4,23,17,8,10,6,19
1163,69,6,16,25,30,9,26,10,9,3,3,13
1196,73,6,14,13,17,8,24,13,8,2,4,18
1246,71,6,18,17,24,9,25,12,10,1,6,19
1350,65,4,16,9,13,10,22,18,6,5,4,12
1361,71,6,11,9,9,13,29,13,13,6,6,14
1458,70,9,20,19,23,10,20,12,5,4,2,18
1112,70,8,14,14,22,11,21,17,12,8,2,20
1181,73,5,20,18,25,10,23,12,11,1,2,18
1199,71,9,19,18,25,9,31,15,12,2,9,18
1242,73,4,12,15,20,7,29,17,12,5,2,11
1266,66,5,11,19,23,12,18,15,14,11,1,13
1314,86,6,12,18,23,12,25,18,9,7,5,9
1326,98,16,26,10,18,11,22,23,9,8,1,11
1433,94,8,21,12,14,9,26,26,4,4,2,13
1112,93,9,15,16,21,16,24,15,12,7,3,21
1139,61,5,18,18,26,10,27,7,14,8,2,19
1163,74,8,16,12,16,9,26,13,9,5,3,16
1196,83,11,34,10,22,10,35,23,15,8,5,12
1242,77,9,19,8,10,15,28,20,9,7,3,14
1246,62,6,17,12,14,7,25,11,11,3,11,18
1314,81,5,16,14,21,22,26,15,7,11,8,16
1433,72,12,26,12,20,7,25,18,17,12,1,20
1139,74,9,33,17,27,16,25,8,10,2,1,20
1163,65,5,17,14,18,11,20,10,5,5,6,15
1246,76,12,22,10,16,9,25,16,14,10,5,13
1433,71,12,25,17,22,9,26,14,13,7,1,18
1139,70,8,23,20,26,16,32,8,9,5,2,16
1163,56,1,12,9,11,6,32,16,15,5,3,13
1163,53,1,11,14,16,17,36,6,11,4,10,15
1140,78,7,20,11,20,10,33,21,20,9,7,14
1443,59,2,16,19,33,26,34,10,28,7,9,18
1378,65,5,15,4,8,5,27,15,11,3,4,14
1436,71,4,11,17,24,9,25,16,5,3,3,19
1124,68,8,20,14,20,12,23,9,12,6,2,16
1160,68,7,12,17,27,9,37,12,23,4,3,18
1211,77,9,17,12,16,6,25,15,10,9,2,25
1231,79,7,13,8,10,7,14,15,12,12,0,12
1235,77,6,16,19,20,12,29,10,11,2,4,15
1243,70,2,12,26,34,5,26,12,11,4,7,18
1246,81,3,10,18,25,9,30,14,12,2,9,14
1257,69,1,5,26,36,13,27,8,10,5,4,19
1266,88,9,20,19,26,16,32,19,16,7,3,20
1293,58,5,17,13,26,10,22,9,8,9,5,8
1307,75,7,21,18,24,7,24,19,14,6,7,16
1326,78,5,14,21,26,16,33,11,18,6,8,19
1393,72,5,23,17,24,15,18,16,9,5,5,15
1433,62,6,23,6,9,10,27,9,11,8,3,12
1435,79,8,18,21,30,10,25,13,16,8,5,18
1458,73,10,19,17,19,11,26,15,10,3,8,15
1153,65,3,16,8,16,12,28,17,9,4,4,16
1166,58,9,21,5,13,7,24,14,7,4,3,11
1196,71,4,23,11,17,9,30,11,12,6,0,10
1199,66,7,19,11,14,9,22,13,11,9,9,14
1207,74,5,12,9,13,7,25,14,12,2,3,10
1242,65,5,16,14,23,7,33,12,14,6,5,17
1250,75,6,18,25,37,9,25,12,8,7,1,22
1277,89,3,9,6,9,15,28,21,12,6,0,17
1301,79,3,9,14,21,6,32,13,10,3,3,13
1313,86,10,19,12,18,14,23,14,11,2,3,20
1314,77,5,18,18,24,15,22,14,11,14,6,10
1325,65,6,16,15,17,4,22,13,9,6,2,12
1345,72,5,16,15,18,7,25,7,10,7,2,17
1378,58,8,17,16,21,14,23,7,12,10,1,16
1387,61,5,13,14,18,8,26,7,17,6,1,12
1462,67,5,10,18,27,10,20,11,10,6,1,14
1124,80,11,20,13,18,17,24,15,11,9,4,12
1231,63,6,13,9,11,8,28,13,22,6,2,13
1246,87,10,20,15,22,12,28,19,11,2,5,19
1257,59,7,15,8,12,7,18,9,11,9,5,14
1266,62,4,15,16,21,5,31,11,12,7,4,11
1326,73,9,24,14,18,9,22,13,11,6,4,17
1393,75,6,9,23,29,9,23,13,14,6,8,18
1458,60,10,33,4,8,10,20,13,8,4,1,16
1153,62,5,15,19,23,10,23,13,15,13,5,18
1196,84,10,28,18,25,13,35,13,13,4,4,12
1242,63,6,24,15,23,21,23,10,7,6,4,18
1277,65,4,10,11,17,5,27,12,11,2,1,19
1301,66,7,15,19,31,17,24,11,10,4,3,14
1314,87,8,16,13,19,11,33,16,9,4,9,8
1325,62,9,18,19,25,7,18,10,9,9,1,19
1462,70,7,15,15,21,12,31,8,14,2,6,15
1196,68,7,27,13,15,10,32,15,11,5,9,15
1257,57,9,23,6,11,11,28,15,10,9,7,11
1326,81,8,17,19,27,12,23,14,11,13,1,11
1393,64,5,9,5,9,7,19,5,6,4,1,13
1124,75,5,15,12,14,10,25,21,13,7,3,17
1242,60,1,14,11,20,20,30,13,14,9,11,14
1246,102,5,10,35,37,15,24,12,6,3,4,18
1314,73,7,22,14,24,22,41,18,24,4,8,13
1257,72,6,16,12,15,8,22,11,6,6,3,21
1326,77,4,13,31,42,14,25,10,12,4,3,20
1242,80,4,14,18,24,11,30,14,8,9,3,16
1246,82,4,9,30,44,8,24,15,13,9,9,19
1242,64,3,11,11,14,12,30,14,17,5,8,15
1246,69,2,7,11,20,6,27,9,14,7,7,14
1246,67,6,14,15,21,12,31,12,11,4,11,15
1299,73,8,18,11,19,6,27,10,8,6,4,19
1388,67,8,14,17,25,8,25,9,7,3,0,15
1241,68,8,23,8,12,14,25,17,11,3,10,16
1247,80,11,21,7,12,3,19,16,10,4,1,16
1112,81,9,17,14,20,12,32,13,16,2,5,21
1139,68,3,17,25,28,10,31,8,5,6,3,12
1143,64,5,11,7,16,8,33,18,11,7,5,19
1161,84,7,14,27,33,12,30,10,14,1,3,17
1211,64,8,20,10,15,11,29,14,10,6,0,16
1217,68,8,18,16,20,3,23,11,13,3,3,20
1257,79,4,16,13,22,12,19,14,16,20,2,13
1266,59,4,15,15,19,17,24,5,9,5,4,20
1272,54,5,15,9,18,10,25,12,15,9,12,18
1276,71,9,20,6,9,8,21,12,9,6,3,8
1277,65,6,15,7,11,20,29,16,17,6,3,16
1332,68,8,22,14,21,14,30,12,18,8,3,19
1387,64,4,11,10,14,10,23,17,10,10,3,15
1393,81,5,11,22,31,8,32,21,8,12,5,8
1433,88,8,16,10,14,13,23,15,7,11,0,17
1455,73,2,20,33,41,11,26,11,11,10,1,20
1166,67,7,15,22,25,7,25,16,16,2,2,11
1181,73,4,11,15,21,5,23,17,11,9,3,18
1195,78,6,15,30,44,7,32,15,13,5,3,18
1196,79,7,21,14,23,16,27,13,8,10,2,12
1228,57,8,31,17,24,11,26,10,12,8,4,12
1231,83,9,23,16,21,12,26,17,9,3,3,8
1235,76,9,21,9,12,5,22,19,6,4,1,13
1242,64,0,6,24,30,4,31,11,17,4,9,15
1247,63,7,18,14,16,8,22,12,8,4,5,13
1274,78,12,22,18,21,10,31,12,11,7,4,14
1278,83,9,16,12,19,11,25,19,11,7,3,19
1279,57,3,15,10,16,12,31,8,10,6,6,12
1314,78,11,21,19,27,6,22,18,17,10,2,14
1326,95,7,15,20,25,13,31,25,10,8,7,17
1361,70,6,15,16,17,11,29,15,11,5,3,11
1396,76,7,18,21,33,4,20,13,5,5,4,15
1112,74,9,15,11,16,3,36,13,12,4,2,20
1257,82,5,9,15,18,10,19,14,9,11,2,24
1266,74,5,12,23,27,14,21,9,15,9,4,17
1276,78,6,20,10,11,12,29,17,12,7,0,7
1277,70,4,16,14,22,14,35,14,18,10,7,14
1332,74,8,11,10,16,9,29,18,18,10,4,19
1393,66,4,10,26,41,14,23,7,15,10,3,16
1455,76,14,28,12,18,10,20,16,15,8,6,22
1181,66,7,20,21,28,7,31,9,9,7,4,20
1195,81,7,18,8,12,9,22,21,13,13,5,13
1196,78,10,20,26,36,6,20,13,14,7,3,18
1231,58,4,13,16,20,4,28,9,12,0,2,8
1242,70,5,14,17,21,15,35,11,22,7,5,11
1247,76,9,23,13,18,9,21,14,12,8,4,19
1274,63,9,25,10,15,13,22,12,6,4,2,10
1326,78,9,18,19,26,3,19,12,9,7,2,20
1266,71,3,6,14,19,10,26,14,11,3,3,11
1326,73,7,13,22,26,11,21,9,8,4,3,18
1393,61,4,10,15,20,7,25,4,14,11,11,17
1455,72,5,12,7,9,17,30,12,8,4,8,13
1181,71,7,18,24,26,5,24,8,8,3,5,17
1196,62,4,15,14,23,15,20,12,10,11,3,11
1257,77,4,13,17,26,9,25,10,13,7,5,19
1276,87,8,23,9,17,14,24,18,10,7,1,12
1393,55,5,17,12,19,11,26,8,6,9,8,11
1455,70,8,20,18,23,13,27,9,12,8,9,23
1257,85,2,13,25,36,11,26,8,8,10,9,23
1276,79,10,19,9,13,9,26,18,11,13,5,13
1257,72,9,25,19,29,11,22,10,9,8,3,23
1276,61,8,24,11,20,13,24,17,10,5,3,11
1257,82,8,16,18,23,15,17,18,9,9,3,22
1107,71,2,9,15,19,6,36,12,14,3,1,13
1301,74,4,14,12,16,6,23,16,9,4,9,14
1142,81,6,15,17,22,10,18,15,10,4,4,20
1397,78,5,21,25,30,10,27,13,8,2,1,14
1163,89,11,24,18,20,12,22,13,9,6,2,21
1173,60,3,13,13,17,4,24,12,13,10,0,14
1196,67,3,12,14,18,5,25,11,10,7,5,14
1217,61,6,17,17,28,9,24,9,12,4,3,15
1257,71,4,13,27,35,16,26,10,12,11,8,18
1276,57,7,17,6,9,6,25,15,11,8,1,8
1277,93,10,19,23,25,10,32,16,14,4,2,27
1295,80,6,14,20,22,6,32,12,15,5,6,20
1332,87,2,13,31,38,8,29,21,8,4,4,22
1338,77,4,14,11,12,9,24,18,3,12,3,13
1361,73,6,17,21,27,10,30,9,11,8,9,18
1387,83,9,18,12,26,9,32,16,9,7,4,26
1393,77,7,17,14,17,13,28,16,12,8,6,21
1400,87,5,12,20,27,10,20,17,9,6,5,24
1437,73,4,23,13,16,12,34,13,11,8,10,17
1458,75,10,23,13,14,6,25,13,7,9,1,15
1112,68,7,14,9,16,7,24,15,12,4,12,20
1124,74,2,13,38,48,9,28,9,12,7,2,16
1166,76,9,23,11,21,6,30,18,6,0,3,17
1211,85,9,18,26,41,7,30,13,15,5,1,28
1235,93,9,17,14,16,10,24,21,9,5,5,14
1242,80,0,7,16,24,14,29,17,14,2,7,14
1246,56,4,15,14,21,13,27,8,15,4,7,11
1272,71,6,22,11,16,15,21,19,12,8,4,20
1273,78,5,13,23,28,3,24,16,8,3,0,15
1314,79,4,15,9,13,21,19,15,9,7,4,19
1372,77,6,16,17,23,10,25,16,17,6,2,16
1390,58,8,15,12,17,5,30,10,10,6,5,20
1397,86,2,14,24,31,10,27,16,12,8,3,13
1417,76,5,16,13,15,13,23,17,10,11,5,13
1438,70,8,17,20,25,0,28,16,7,4,5,16
1455,64,6,19,12,21,11,35,17,12,4,6,17
1163,77,9,20,22,28,7,29,10,11,11,2,17
1173,55,7,16,10,18,11,24,12,14,7,4,16
1196,61,5,20,6,9,14,24,9,6,10,5,7
1257,66,6,17,16,24,10,27,14,19,9,5,18
1276,79,14,28,17,21,11,19,16,4,5,2,12
1277,80,7,21,17,22,10,24,17,11,9,1,20
1361,63,7,16,18,24,8,30,8,6,4,2,16
1458,85,11,28,16,25,14,22,15,8,1,1,17
1112,84,7,18,13,18,7,21,24,6,15,8,18
1124,85,11,18,14,21,5,27,19,8,2,3,11
1235,85,12,26,15,21,11,26,16,14,6,1,17
1246,78,8,18,16,22,10,22,11,11,6,3,15
1390,60,0,9,18,26,8,29,6,16,10,4,15
1397,83,6,22,23,26,18,23,15,7,2,0,14
1417,77,4,14,15,23,4,26,22,3,3,3,17
1438,78,5,11,13,16,6,34,13,10,3,6,16
1112,70,5,12,19,25,10,19,14,7,2,4,16
1173,82,8,23,18,26,10,25,19,10,8,1,25
1196,79,8,21,13,18,10,30,22,12,4,5,15
1458,69,6,16,11,20,8,31,18,10,1,6,16
1163,81,9,19,20,22,5,26,9,9,5,4,15
1246,74,4,14,22,27,15,22,8,12,5,2,19
1276,73,11,20,8,10,6,20,14,13,5,1,13
1277,61,5,14,14,18,7,25,13,10,5,4,16
1196,62,5,15,21,28,12,25,10,7,5,5,10
1458,64,6,17,10,12,13,25,11,8,3,0,15
1163,60,5,22,21,22,7,23,8,8,7,3,12
1246,75,7,11,6,11,17,18,8,11,2,6,14
1163,63,5,12,10,13,5,23,12,13,6,4,16
1246,74,2,5,14,21,11,21,9,4,4,1,17
1163,60,6,19,10,10,8,26,8,10,9,4,17
1214,74,3,7,19,34,6,31,20,14,6,3,19
1279,94,7,23,15,23,16,27,24,7,7,6,21
1173,56,7,21,9,14,3,22,13,11,4,1,14
1352,81,4,16,21,33,11,20,11,5,12,2,21
1112,93,5,11,24,27,12,23,13,12,8,3,23
1116,56,3,8,9,16,8,27,13,10,4,3,16
1139,56,4,13,20,28,5,23,11,5,5,4,13
1153,66,4,10,12,21,11,27,9,9,8,5,16
1207,84,11,23,23,32,10,26,10,14,5,3,18
1209,57,5,16,8,13,9,13,12,6,13,2,13
1246,79,3,10,20,28,13,38,15,13,7,5,18
1301,66,5,24,5,7,11,28,11,11,2,2,15
1314,67,5,7,8,13,12,23,14,17,2,2,18
1323,69,2,6,13,18,2,15,19,7,9,4,13
1326,75,6,15,13,22,8,24,16,11,5,7,17
1412,60,3,18,9,11,19,33,9,13,7,5,10
1417,60,10,20,10,14,7,27,10,18,4,5,17
1428,57,5,13,16,21,4,22,11,17,7,7,12
1437,93,11,22,10,15,8,25,22,8,8,6,10
1462,76,10,23,14,21,8,30,17,10,6,4,14
1173,66,8,23,22,30,3,29,9,12,8,4,14
1181,85,10,21,7,14,9,31,28,11,7,3,8
1211,86,7,22,19,28,11,24,16,9,5,3,13
1234,83,6,16,7,10,14,32,12,5,3,5,11
1242,75,9,13,12,15,10,26,16,14,7,3,17
1257,57,5,15,6,6,9,16,9,9,4,2,11
1268,65,9,21,18,24,4,30,9,11,5,5,19
1277,70,7,18,11,19,5,30,18,9,8,3,22
1320,71,9,18,16,18,8,21,10,7,9,1,14
1328,69,7,24,12,16,14,26,10,9,5,6,14
1332,79,7,19,14,18,3,25,11,12,9,6,12
1361,76,9,22,17,30,13,27,12,13,5,3,12
1438,79,6,17,21,25,11,24,11,7,5,3,10
1452,68,5,16,19,27,9,22,11,12,7,1,25
1455,81,2,13,29,34,15,24,9,7,9,6,17
1458,86,11,27,9,12,12,24,14,9,5,1,11
1112,73,7,19,20,24,18,25,14,8,9,4,13
1246,64,4,15,20,28,12,26,10,7,7,9,15
1301,71,3,11,20,27,13,32,11,10,2,4,21
1314,87,4,10,29,37,17,25,14,16,13,3,25
1323,67,6,20,17,22,9,31,9,13,4,8,16
1417,92,5,9,17,25,15,26,17,13,4,4,16
1428,75,8,14,23,32,4,21,12,9,3,3,14
1462,75,7,13,22,25,5,18,13,14,3,2,17
1181,68,6,14,2,2,5,28,16,9,7,6,12
1211,87,10,16,13,21,7,27,20,11,4,2,11
1257,66,5,11,17,21,10,20,11,7,2,5,16
1277,60,6,12,20,33,7,25,7,6,4,7,19
1328,72,9,18,19,24,10,25,13,15,9,3,15
1452,69,7,19,14,19,14,18,11,10,15,1,20
1455,78,10,20,18,24,5,27,13,12,10,3,20
1458,72,7,23,21,29,10,22,11,6,3,3,13
1112,68,7,22,17,19,10,23,10,8,9,1,14
1246,78,4,15,26,32,11,33,13,10,7,7,21
1323,81,9,19,12,15,6,26,18,11,4,4,14
1458,79,7,21,20,23,12,23,13,5,3,0,18
1181,63,3,9,20,26,8,23,5,14,6,4,16
1211,74,3,19,17,23,18,32,15,5,5,4,18
1257,75,3,12,18,27,7,27,15,5,5,4,13
1277,62,9,27,9,16,15,21,9,5,1,1,16
1246,68,4,8,14,20,10,19,8,11,4,9,12
1458,85,12,18,23,31,4,17,11,9,5,1,21
1181,66,8,19,16,19,9,22,10,3,8,2,12
1277,76,9,23,15,20,10,31,20,12,5,7,22
1181,81,2,10,27,37,7,29,10,8,9,4,18
1458,71,7,17,18,22,12,22,10,10,1,2,14
1181,68,4,11,16,20,6,27,7,5,4,6,13
1195,96,8,23,20,34,10,42,27,18,6,4,18
1455,70,7,19,19,25,9,34,12,7,5,2,22
1221,59,9,25,14,19,2,27,14,14,3,1,13
1276,67,6,25,13,16,12,26,10,8,5,6,14
1114,85,9,27,16,28,15,30,9,9,13,0,22
1139,71,9,17,12,16,8,26,14,14,10,2,14
1163,74,6,17,22,23,11,25,8,10,8,8,26
1181,93,4,15,31,43,12,28,11,10,4,8,18
1211,68,6,17,14,21,12,36,12,20,7,2,19
1231,99,10,16,15,19,8,22,23,12,10,5,16
1235,94,10,22,20,25,7,28,17,10,9,5,17
1242,105,6,16,21,27,14,27,23,10,8,9,27
1246,85,4,13,15,17,10,34,14,10,9,15,17
1274,79,5,15,26,34,11,33,9,14,5,6,18
1314,83,7,21,14,19,18,23,13,7,8,10,19
1344,70,9,24,11,14,8,23,17,6,5,3,15
1428,80,7,18,19,22,15,23,16,20,11,1,11
1438,81,12,25,5,8,6,31,20,5,4,7,14
1455,65,3,20,14,19,9,21,9,6,9,5,21
1463,79,5,16,22,29,8,28,14,12,3,4,17
1218,77,3,14,20,25,2,27,8,11,3,3,25
1234,72,7,28,17,22,13,25,13,3,6,3,15
1268,79,9,23,24,27,6,23,10,13,5,3,17
1292,90,11,19,13,21,10,18,16,10,6,5,13
1320,75,8,20,25,32,5,25,7,10,2,3,18
1323,70,8,15,12,15,5,28,12,16,3,8,9
1328,82,11,20,15,25,10,21,15,10,7,7,15
1332,91,6,20,17,22,11,33,15,7,1,6,15
1372,70,7,23,29,39,11,22,12,7,16,3,25
1386,78,9,24,13,17,10,19,13,6,4,4,18
1393,70,8,22,20,23,16,32,10,15,7,2,17
1401,92,7,19,21,28,12,33,17,20,13,1,19
1433,75,4,20,17,21,9,31,13,12,3,4,18
1437,86,13,28,7,11,7,25,21,11,8,5,10
1458,47,4,19,9,15,12,25,6,6,6,2,11
1462,71,7,14,4,4,13,30,14,13,4,2,16
1181,71,11,23,14,16,5,23,12,10,6,7,18
1211,82,9,19,5,6,8,26,14,9,7,3,13
1231,73,6,21,17,23,6,24,13,13,5,4,22
1235,78,11,21,7,16,4,27,15,6,6,0,10
1242,73,6,17,17,22,8,36,14,13,3,7,13
1274,65,7,12,16,23,2,24,7,16,10,4,15
1314,85,4,14,19,21,13,29,12,15,5,4,19
1438,77,2,10,17,21,6,26,11,9,3,2,13
1268,73,1,18,28,31,3,33,8,11,5,7,18
1323,76,6,17,12,16,11,20,15,13,2,2,12
1328,85,8,26,19,25,11,26,10,12,5,5,18
1332,69,6,24,21,25,7,28,6,11,2,7,19
1393,75,8,20,13,22,8,29,14,10,6,11,9
1401,92,7,31,23,34,13,37,8,14,6,0,23
1437,87,10,19,13,17,6,26,23,13,9,4,16
1458,66,8,27,8,13,7,31,12,12,3,6,21
1242,79,3,9,18,21,13,30,14,11,5,1,20
1328,77,11,25,4,9,10,31,23,15,4,5,18
1332,82,10,23,8,17,12,30,22,8,3,5,17
1437,92,10,15,18,19,9,18,17,8,8,1,16
1314,101,11,20,26,33,15,22,20,9,7,5,22
1323,61,4,13,13,14,11,21,13,12,10,6,9
1393,63,5,15,14,16,15,18,9,9,9,10,12
1438,84,4,11,16,24,7,26,26,8,8,5,13
1328,80,12,24,14,17,14,24,16,15,4,2,21
1437,64,4,18,18,19,5,23,7,9,11,2,16
1314,88,4,13,20,24,13,19,17,6,4,1,17
1393,68,6,18,20,25,12,24,10,8,11,7,15
1314,83,4,17,9,11,16,27,18,12,6,5,12
1437,95,11,18,14,19,7,25,14,11,12,3,11
1437,77,8,14,13,17,2,21,6,10,5,5,16
1243,95,6,16,27,36,7,22,18,15,6,3,26
1291,67,10,19,7,13,6,19,14,16,6,1,13
1413,67,5,16,18,22,6,34,14,18,4,1,13
1425,75,7,19,20,27,16,20,12,7,4,4,13
1112,100,4,11,24,28,7,33,14,7,3,3,18
1139,76,8,19,20,30,5,37,15,12,4,6,15
1196,80,7,22,21,27,12,26,16,15,12,4,12
1199,86,2,13,24,39,9,37,16,16,9,9,19
1211,66,8,30,8,18,14,36,8,9,5,7,13
1235,84,8,19,16,18,7,31,17,13,4,3,15
1292,81,7,13,18,27,11,26,19,8,4,3,20
1321,68,6,14,10,18,8,29,10,12,7,0,18
1323,60,4,11,14,21,9,27,10,6,4,3,9
1345,80,9,20,9,14,11,27,16,10,2,6,15
1388,85,6,17,29,39,7,30,13,15,5,4,20
1437,76,6,17,8,11,14,29,14,13,5,3,17
1438,76,7,17,17,25,6,27,9,8,5,5,19
1452,86,5,11,21,29,17,25,15,13,7,5,19
1458,84,13,31,19,25,17,20,19,8,4,3,22
1462,76,9,23,17,24,9,25,15,15,8,2,17
1116,77,3,7,18,23,8,24,13,10,12,7,20
1124,91,4,8,17,19,10,29,15,12,4,7,15
1153,75,5,11,16,22,7,24,10,11,4,4,12
1181,87,13,28,16,23,14,22,15,8,13,8,17
1242,100,11,25,17,20,11,34,19,12,6,6,17
1246,79,3,17,22,28,11,35,12,12,5,9,15
1257,78,5,15,11,14,16,20,14,6,7,5,12
1276,92,16,29,18,22,6,15,19,4,5,6,14
1277,78,6,20,12,14,10,26,18,12,1,3,18
1314,103,8,22,19,26,20,34,18,10,6,4,13
1332,93,9,23,14,21,15,26,11,12,8,2,14
1348,84,4,21,28,31,8,30,11,8,8,3,16
1376,93,8,24,13,19,13,23,17,9,11,2,13
1417,97,7,14,16,23,6,27,25,6,2,3,12
1425,66,8,28,10,14,9,25,14,10,5,4,16
1455,64,6,20,20,27,13,35,11,16,0,8,19
1112,69,4,11,19,23,9,23,4,9,7,5,12
1139,74,8,15,18,23,2,26,16,10,4,2,16
1196,65,8,21,11,18,7,29,10,10,6,1,10
1211,79,4,16,23,36,15,27,10,14,7,7,18
1345,80,8,26,10,15,9,29,27,10,6,1,15
1452,83,8,14,21,26,10,24,16,12,6,5,18
1458,65,6,18,7,16,12,22,10,14,4,5,19
1462,91,11,17,20,26,7,29,20,9,4,3,20
1124,82,7,19,13,15,14,20,16,12,8,3,16
1242,90,8,20,14,15,8,28,12,7,9,3,16
1246,65,7,18,12,18,10,26,11,7,6,5,11
1276,73,6,17,11,14,9,21,11,6,4,4,15
1314,72,5,17,19,25,18,27,15,17,13,4,10
1332,75,7,16,18,27,15,20,11,14,8,2,14
1376,88,7,22,27,32,15,22,16,11,8,2,22
1417,79,11,28,6,10,7,23,21,3,5,5,10
1211,61,4,10,21,32,7,27,7,16,5,3,26
1242,98,15,28,15,22,12,24,18,10,9,2,15
1332,69,8,17,9,16,6,30,15,5,6,3,9
1462,73,6,16,11,16,7,20,14,8,3,1,14
1196,84,8,22,20,28,14,20,10,12,4,7,24
1246,86,10,23,14,17,10,19,18,6,5,5,17
1314,92,9,24,21,33,10,28,22,10,7,1,21
1376,70,8,20,16,23,11,29,12,16,7,6,20
1211,83,12,24,13,25,11,30,15,10,7,6,19
1332,74,11,25,5,7,9,27,12,13,5,8,13
1314,75,3,15,18,26,13,31,17,16,7,9,18
1376,77,2,10,23,31,11,23,7,11,4,2,17
1211,77,9,19,10,13,10,31,15,12,3,8,21
1314,77,8,21,19,27,17,26,16,11,7,3,22
1314,71,4,27,15,26,15,31,15,4,7,8,22
1347,71,6,17,9,13,8,30,17,15,6,2,23
1382,65,4,19,15,21,7,24,7,6,11,0,14
1393,60,7,20,13,23,10,27,10,11,5,2,16
1411,64,6,24,16,19,13,28,9,14,7,8,12
1104,86,8,18,18,27,10,16,19,17,3,3,18
1138,89,15,30,6,7,8,24,13,10,4,2,15
1181,89,13,30,4,8,14,25,24,12,5,2,12
1196,77,10,32,13,18,9,26,19,9,11,4,21
1211,68,5,23,13,25,10,27,7,10,5,2,14
1222,67,5,13,18,24,7,32,5,7,3,1,25
1242,76,7,17,15,17,8,33,11,8,8,6,14
1246,78,0,6,26,32,6,30,11,10,6,3,19
1260,64,8,21,4,9,8,19,19,10,6,3,14
1276,61,5,16,14,22,5,31,11,14,4,3,14
1326,81,12,40,15,19,15,32,15,9,10,2,15
1348,83,11,28,12,20,15,26,16,6,4,5,17
1371,94,7,21,31,39,11,29,12,7,6,2,23
1397,73,5,18,14,16,13,31,13,12,6,6,17
1403,70,4,16,16,24,9,32,14,13,5,6,21
1437,87,14,27,11,14,7,27,20,13,7,5,16
1120,62,5,24,15,32,12,24,10,12,10,4,18
1139,79,11,26,10,12,11,34,15,14,5,0,20
1153,68,9,30,11,14,20,26,14,8,7,3,10
1155,79,6,14,7,9,3,28,11,8,6,4,18
1199,67,7,15,18,31,5,30,18,11,9,6,18
1243,69,9,19,14,25,7,28,12,11,6,5,11
1267,81,9,23,16,22,7,23,11,9,12,4,15
1277,82,5,17,15,22,11,29,21,10,4,6,22
1305,87,11,29,12,20,5,29,18,7,2,6,17
1314,84,9,22,13,18,10,37,19,18,8,2,17
1345,74,9,22,19,27,12,32,10,9,5,4,18
1393,57,3,14,12,15,12,25,8,7,6,5,18
1401,73,6,16,15,26,11,33,13,14,2,8,13
1420,74,12,24,10,14,4,29,16,12,2,0,13
1452,85,4,11,17,24,14,19,18,8,9,4,23
1462,102,11,24,21,32,10,32,19,13,6,10,22
1181,87,10,21,19,24,9,27,20,14,5,1,15
1211,90,9,22,19,31,13,26,15,13,5,4,22
1242,83,9,21,18,26,9,23,18,11,7,3,16
1246,95,7,15,16,23,13,29,16,13,6,4,20
1260,63,8,20,11,16,5,22,17,10,3,1,13
1276,64,8,30,14,20,10,28,13,7,4,5,22
1403,69,6,15,7,14,13,26,17,8,4,5,14
1437,81,17,41,14,16,13,22,18,10,6,5,21
1155,84,10,26,16,23,9,41,19,7,4,6,16
1199,75,8,23,19,22,10,22,7,14,10,4,23
1243,50,1,12,13,18,5,30,4,18,13,2,17
1305,75,6,18,9,16,8,25,13,2,5,0,15
1345,76,11,24,13,18,11,19,12,10,3,3,15
